order_id,customer_id,product_id,order_date,quantity,order_amount,order_status
O004509,C04483,P0030,2024-02-02,2,60001,Cancelled
O004510,C03652,P0064,2024-09-14,4,64936,Completed
O004511,C00529,P0033,2024-01-27,2,55710,Completed
O004512,C01810,P0103,2024-08-23,2,10715,Completed
O004513,C04737,P0200,2024-10-06,3,21808,Completed
O004514,C03293,P0053,2024-02-18,4,4174,Completed
O004515,C04023,P0048,2024-10-22,4,47494,Cancelled
O004516,C03528,P0108,2024-07-16,3,73758,Returned
O004517,C00115,P0050,2024-06-28,1,39156,Returned
O004518,C01787,P0064,2024-09-10,5,71098,Returned
O004519,C02400,P0043,2024-08-30,2,77890,Completed
O004520,C02117,P0020,InvalidDate,4,17646,Cancelled
O004521,C04703,P9999,2024-08-26,4,16410,Returned
O004522,C00056,P0184,2024-10-11,4,60711,Completed
O004523,C03485,P0077,2024-04-26,4,40261,Returned
O004524,C00824,P0105,2024-09-28,3,73878,Returned
O004525,C03780,P0097,2024-06-17,1,59814,Completed
O004526,C02427,P0035,2024-10-17,5,14100,Cancelled
O004527,C02823,P0175,2024-02-22,5,25939,Cancelled
O004528,C02313,P0067,2024-01-21,3,63771,Cancelled
O004529,C00785,P0117,2024-10-25,3,45548,Completed
O004530,C03451,P0042,2024-02-28,1,50983,Completed
O004531,C03601,P0025,2024-09-05,2,7851,Cancelled
O004532,C04227,P0177,2024-01-25,4,63358,Cancelled
O004533,C03739,P0166,2024-01-09,4,65726,Completed
O004534,C03986,P0188,2024-07-12,2,22484,Completed
O004535,C03848,P0080,2024-04-23,2,47053,Returned
O004536,C03067,P0064,2024-08-22,2,58788,Cancelled
O004537,C00475,P0165,2024-10-08,4,7950,Completed
O004538,C00555,P0045,2024-04-01,2,71595,Completed
O004539,C04168,P0145,2024-06-20,5,-500,Returned
O004540,C01916,P0028,2024-03-29,5,13618,Completed
O004541,C00287,P0074,2024-08-27,3,62736,Cancelled
O004542,C00691,P0080,2024-07-21,5,21312,Completed
O004543,C02903,P0075,2024-01-25,4,70966,Returned
O004544,C01160,P0034,2024-04-03,2,75296,Completed
O004545,C99999,P0029,2024-10-18,4,16660,Completed
O004546,C00234,P0129,2024-01-22,5,17458,Cancelled
O004547,C03681,P0074,2024-05-09,5,33595,Completed
O004548,C01615,P0164,2024-03-31,5,65938,Cancelled
O004549,C00027,P0146,2024-07-12,4,14737,Completed
O004550,C01074,P0141,2024-01-13,5,55147,Completed
O004551,C02976,P0120,2024-02-01,4,68229,Completed
O004552,C02846,P0116,2024-07-13,2,58339,Cancelled
O004553,C02220,P0140,2024-10-24,4,41356,Completed
O004554,C00243,P0152,2024-08-28,4,71271,Cancelled
O004555,C02524,P0185,2024-10-07,3,64385,Completed
O004556,C03673,P0179,2024-07-21,2,49506,Completed
O004557,C01956,P0037,2024-09-12,1,77869,Completed
O004558,C02620,P0025,2024-07-17,4,72799,Cancelled
O004559,C03991,P0078,2024-02-15,1,19059,Cancelled
O004560,C04667,P0103,2024-01-10,1,2071,Cancelled
O004561,C02584,P0086,2024-08-22,4,40154,Completed
O004562,C03371,P0150,2024-08-11,2,70982,Completed
O004563,C02828,P0189,2024-09-04,5,77519,Cancelled
O004564,C04859,P0198,2024-01-17,2,8692,Completed
O004565,C03146,P0004,2024-10-24,5,4566,Returned
O004566,C03711,P0099,2024-10-06,3,63590,Cancelled
O004567,C01095,P0117,2024-08-28,2,20701,Completed
O004568,C01158,P0095,2024-08-23,4,53813,Cancelled
O004569,C02500,P0111,2024-08-19,4,29531,Completed
O004570,C02371,P0044,2024-10-25,2,66374,Completed
O004571,C02147,P0162,2024-10-16,5,75282,Cancelled
O004572,C00121,P0160,2024-08-14,5,14478,Returned
O004573,C01984,P0097,2024-10-02,3,24000,Returned
O004574,C02048,P0194,2024-10-10,3,35313,Completed
O004575,C00782,P0037,2024-09-06,1,42725,Returned
O004576,C04571,P0059,2024-03-07,3,14388,Cancelled
O004577,C04034,P0188,2024-05-23,4,44409,Completed
O004578,C03248,P0156,2024-03-15,5,77405,Completed
O004579,C01164,P0182,2024-06-03,5,16969,Cancelled
O004580,C02621,P0054,2024-09-13,3,79439,Returned
O004581,C03470,P0191,2024-10-05,4,16069,Cancelled
O004582,C03545,P0200,2024-10-02,3,69189,Returned
O004583,C03048,P0109,2024-08-09,5,70163,Cancelled
O004584,C01714,P0145,2024-04-14,5,77794,Completed
O004585,C01837,P0020,2024-04-14,5,42619,Completed
O004586,C02660,P0055,2024-08-07,1,47317,Completed
O004587,C03601,P0108,2024-08-14,1,18770,Completed
O004588,C03190,P0161,2024-02-15,4,28556,Cancelled
O004589,C01587,P0177,2024-03-10,5,29413,Cancelled
O004590,C02564,P0112,2024-06-29,5,37098,Completed
O004591,C01242,P0116,2024-05-18,4,67515,Cancelled
O004592,C03214,P0094,2024-04-09,5,37255,Completed
O004593,C03385,P0020,2024-06-08,2,66058,Cancelled
O004594,C01110,P0014,2024-07-25,4,40816,Cancelled
O004595,C04613,P0143,2024-05-15,5,44904,Completed
O004596,C00550,P0150,2024-06-06,2,7468,Completed
O004597,C02053,P0193,2024-10-17,4,42164,Cancelled
O004598,C03850,P0030,2024-08-19,3,28570,Returned
O004599,C01464,P0167,2024-01-18,1,29662,Cancelled
O004600,C04479,P0197,2024-10-08,4,18244,Cancelled
O004601,C02698,P0107,2024-08-16,4,59915,Completed
O004602,C01127,P0011,2024-04-03,4,23264,Completed
O004603,C02143,P0134,2024-07-21,1,21089,Completed
O004604,C01300,P0185,2024-03-26,2,12182,Completed
O004605,C04824,P0192,2024-05-20,3,13894,Completed
O004606,C00800,P0065,2024-09-22,4,70664,Completed
O004607,C03157,P0044,2024-02-01,3,44981,Completed
O004608,C02376,P0159,2024-01-07,5,28134,Cancelled
O004609,C04981,P0047,2024-06-11,5,8399,Completed
O004610,C03179,P0154,2024-01-28,1,16040,Returned
O004611,C02895,P0062,2024-06-01,5,28577,Cancelled
O004612,C04323,P0019,2024-04-02,5,45470,Completed
O004613,C01347,P0059,2024-07-23,5,75498,Completed
O004614,C02853,P0104,2024-08-12,5,26634,Completed
O004615,C01074,P0186,2024-08-14,5,76539,Completed
O004616,C01679,P0030,2024-08-01,3,74294,Cancelled
O004617,C03035,P0102,2024-02-26,4,1827,Completed
O004618,C04692,P0085,2024-07-18,2,71197,Cancelled
O004619,C00433,P0065,2024-09-30,3,62693,Returned
O004620,C03132,P0131,2024-07-30,5,16441,Completed
O004621,C00356,P0030,2024-07-14,3,44598,Returned
O004622,C00771,P0103,2024-01-29,4,8228,Completed
O004623,C04219,P0040,2024-03-31,1,59908,Cancelled
O004624,C03178,P0106,2024-08-27,3,53125,Completed
O004625,C02601,P0170,2024-07-18,2,43769,Returned
O004626,C03809,P0161,2024-07-16,5,40325,Cancelled
O004627,C01090,P0068,2024-07-12,5,46582,Completed
O004628,C00128,P0119,2024-08-21,2,-500,Cancelled
O004629,C02792,P0175,2024-09-19,3,36476,Completed
O004630,C01888,P0185,2024-07-04,4,21250,Completed
O004631,C03090,P0025,2024-02-14,4,18543,Completed
O004632,C01512,P0026,2024-10-12,3,3329,Returned
O004633,C01367,P0160,InvalidDate,5,2952,Cancelled
O004634,C02202,P0112,2024-06-30,3,15716,Cancelled
O004635,C00277,P0118,2024-06-27,1,8871,Cancelled
O004636,C04383,P0195,2024-09-05,1,2280,Completed
O004637,C02386,P0102,2024-05-05,3,77438,Completed
O004638,C04970,P0084,2024-04-13,5,26993,Returned
O004639,C03723,P0050,2024-01-16,2,65643,Returned
O004640,C04043,P0147,2024-07-16,5,52256,Cancelled
O004641,C02746,P0188,2024-02-25,3,25641,Cancelled
O004642,C03632,P0157,2024-04-07,2,16473,Completed
O004643,C04507,P0071,2024-01-30,1,27161,Cancelled
O004644,C01084,P0117,2024-01-14,4,53380,Completed
O004645,C03964,P0171,2024-01-06,5,16197,Completed
O004646,C99999,P0054,2024-04-02,1,8128,Completed
O004647,C03230,P0158,2024-01-06,1,46408,Cancelled
O004648,C03603,P0147,2024-04-11,1,19873,Cancelled
O004649,C03988,P0197,2024-09-26,4,53236,Completed
O004650,C04504,P0157,2024-03-22,3,23979,Completed
O004651,C02008,P0109,2024-10-06,4,5000,Completed
O004652,C03827,P0180,2024-01-18,5,1968,Completed
O004653,C00344,P0162,2024-01-08,3,59650,Returned
O004654,C03557,P0100,2024-06-18,3,31292,Cancelled
O004655,C04111,P0071,2024-06-01,5,78668,Completed
O004656,C01428,P0079,2024-06-19,3,39189,Completed
O004657,C02252,P0033,2024-07-24,2,32938,Cancelled
O004658,C04008,P9999,2024-10-18,4,33796,Returned
O004659,C01685,P0067,2024-08-28,1,29113,Completed
O004660,C02666,P0066,2024-03-05,4,8946,Completed
O004661,C01338,P0110,2024-08-09,2,79256,Completed
O004662,C04347,P0098,2024-06-14,1,71829,Completed
O004663,C04686,P0035,2024-09-17,5,72726,Returned
O004664,C04639,P0196,2024-08-04,3,60928,Completed
O004665,C01173,P0035,2024-10-12,4,48561,Returned
O004666,C03590,P0121,2024-09-24,4,40959,Completed
O004667,C03712,P0098,2024-01-24,4,78288,Cancelled
O004668,C01739,P0018,2024-08-22,2,40440,Completed
O004669,C00261,P0044,2024-04-04,2,16783,Completed
O004670,C01103,P0171,2024-04-19,4,19574,Completed
O004671,C01287,P0062,2024-06-01,5,14481,Returned
O004672,C04827,P0131,2024-07-10,4,29189,Cancelled
O004673,C01833,P0006,2024-03-06,4,21625,Returned
O004674,C01528,P0051,2024-02-26,2,75570,Cancelled
O004675,C04678,P0058,2024-04-28,2,65076,Completed
O004676,C02906,P0086,2024-03-28,1,53621,Completed
O004677,C01696,P0042,2024-02-09,1,56541,Returned
O004678,C00928,P0104,2024-10-27,2,25283,Returned
O004679,C03604,P0138,2024-06-24,4,59895,Cancelled
O004680,C00134,P0083,2024-07-09,1,74464,Returned
O004681,C00520,P0049,2024-07-09,2,37448,Cancelled
O004682,C02500,P0002,2024-01-28,3,10799,Completed
O004683,C00974,P0009,2024-07-31,1,47929,Cancelled
O004684,C01635,P0197,2024-10-22,3,723,Completed
O004685,C01652,P0127,2024-02-17,2,27502,Completed
O004686,C01764,P0168,2024-03-05,4,19885,Cancelled
O004687,C01592,P0173,2024-04-08,4,47696,Returned
O004688,C03968,P0126,2024-04-03,4,35667,Completed
O004689,C04259,P0182,2024-09-18,5,25543,Returned
O004690,C02250,P0171,2024-03-08,5,33256,Completed
O004691,C01409,P0115,2024-02-15,1,12824,Completed
O004692,C03659,P0018,2024-07-29,2,74290,Completed
O004693,C01101,P0059,2024-04-03,1,68591,Returned
O004694,C00352,P0193,2024-08-01,4,56096,Completed
O004695,C04574,P0118,2024-09-23,1,77509,Completed
O004696,C04523,P0181,2024-07-23,1,71633,Completed
O004697,C04459,P0168,2024-03-19,3,41508,Returned
O004698,C03232,P0186,2024-09-27,4,37895,Returned
O004699,C00608,P0032,2024-04-15,3,53036,Completed
O004700,C04233,P0069,2024-03-21,2,70625,Returned
O004701,C00545,P0116,2024-05-17,3,31028,Completed
O004702,C03989,P0154,2024-09-04,1,38325,Returned
O004703,C01699,P0013,2024-08-21,3,26952,Completed
O004704,C02597,P0117,2024-09-20,3,59058,Completed
O004705,C02882,P0167,2024-09-17,1,25170,Completed
O004706,C04140,P0119,2024-02-20,1,69644,Returned
O004707,C04638,P0165,2024-09-10,2,62801,Completed
O004708,C03240,P0118,2024-08-22,3,19536,Completed
O004709,C00191,P0001,2024-02-19,3,7940,Returned
O004710,C00341,P0120,2024-06-24,5,19013,Completed
O004711,C02729,P0021,2024-08-07,3,62317,Completed
O004712,C00222,P0162,2024-04-05,2,78233,Completed
O004713,C00670,P0162,2024-01-13,1,31763,Completed
O004714,C02315,P0167,2024-01-10,3,14051,Returned
O004715,C01648,P0014,2024-01-15,2,71887,Completed
O004716,C02569,P0120,2024-10-19,5,49607,Cancelled
O004717,C00137,P0151,2024-09-14,1,-500,Cancelled
O004718,C02651,P0011,2024-01-21,4,35955,Returned
O004719,C02691,P0117,2024-04-03,3,26657,Completed
O004720,C04503,P0188,2024-08-19,5,70071,Completed
O004721,C02378,P0093,2024-03-09,1,28689,Completed
O004722,C04264,P0191,2024-10-09,5,3353,Cancelled
O004723,C00814,P0136,2024-10-15,1,57658,Cancelled
O004724,C00506,P0081,2024-03-10,3,53276,Completed
O004725,C00448,P0121,2024-05-13,2,11232,Cancelled
O004726,C04101,P0001,2024-05-15,1,32777,Completed
O004727,C04634,P0056,2024-02-10,4,4507,Cancelled
O004728,C03976,P0088,2024-05-03,4,7278,Cancelled
O004729,C00919,P0045,2024-10-09,5,25561,Cancelled
O004730,C03492,P0038,2024-09-21,3,43682,Cancelled
O004731,C03191,P0145,2024-05-20,4,56307,Completed
O004732,C03012,P0102,2024-02-28,2,10621,Returned
O004733,C00471,P0042,2024-05-28,2,39307,Completed
O004734,C02919,P0022,2024-06-22,5,63374,Completed
O004735,C00932,P0182,2024-10-04,3,45508,Completed
O004736,C01701,P0149,2024-04-29,3,49937,Completed
O004737,C03329,P0104,2024-01-27,2,42740,Cancelled
O004738,C01844,P0050,2024-02-23,2,63016,Returned
O004739,C03578,P0009,2024-10-02,1,52179,Returned
O004740,C03492,P0060,2024-07-09,5,61624,Completed
O004741,C04973,P0133,2024-07-30,3,9977,Completed
O004742,C03480,P0154,2024-09-10,3,76867,Completed
O004743,C04731,P0116,2024-05-13,2,3517,Completed
O004744,C04346,P0161,2024-02-24,5,73394,Completed
O004745,C02262,P0172,2024-05-22,4,63209,Completed
O004746,C01259,P0052,InvalidDate,4,36468,Completed
O004747,C99999,P0005,2024-03-08,2,14342,Completed
O004748,C01300,P0008,2024-03-01,1,7727,Completed
O004749,C02019,P0181,2024-02-02,2,60312,Completed
O004750,C04424,P0078,2024-03-02,3,15639,Completed
O004751,C03994,P0187,2024-01-03,5,5269,Completed
O004752,C02399,P0144,2024-07-01,5,70742,Cancelled
O004753,C04146,P0175,2024-08-18,3,73660,Completed
O004754,C04868,P0111,2024-04-28,4,4325,Cancelled
O004755,C00504,P0019,2024-02-04,3,57465,Completed
O004756,C00538,P0002,2024-10-08,5,68260,Completed
O004757,C00031,P0045,2024-06-16,3,9419,Completed
O004758,C02961,P0056,2024-07-17,3,52078,Completed
O004759,C02091,P0027,2024-02-01,4,23247,Completed
O004760,C00288,P0027,2024-07-17,4,25143,Completed
O004761,C00682,P0154,2024-02-14,5,37304,Returned
O004762,C04427,P0038,2024-09-06,4,26401,Returned
O004763,C01586,P0068,2024-09-23,5,1438,Completed
O004764,C00536,P0080,2024-02-16,5,8539,Completed
O004765,C04746,P0113,2024-06-16,4,21432,Returned
O004766,C02714,P0079,2024-08-14,2,41645,Completed
O004767,C01476,P0180,2024-06-18,5,27391,Cancelled
O004768,C03072,P0140,2024-08-11,4,57743,Completed
O004769,C01599,P0040,2024-04-23,3,11839,Cancelled
O004770,C03562,P0097,2024-09-01,4,24717,Completed
O004771,C00276,P0120,2024-09-30,1,16896,Returned
O004772,C04914,P0148,2024-06-26,3,13662,Completed
O004773,C03925,P0188,2024-04-17,2,38609,Returned
O004774,C02477,P0172,2024-08-08,2,65060,Completed
O004775,C01228,P0075,2024-01-17,3,51027,Returned
O004776,C03701,P0126,2024-07-12,3,50412,Cancelled
O004777,C01330,P0019,2024-01-03,4,59758,Returned
O004778,C00755,P0022,2024-02-16,1,53322,Completed
O004779,C01194,P0098,2024-03-17,1,57313,Completed
O004780,C01171,P0158,2024-03-06,3,16847,Returned
O004781,C00717,P0055,2024-08-16,2,73271,Completed
O004782,C01047,P0029,2024-07-23,4,18731,Returned
O004783,C03149,P0092,2024-09-02,4,70115,Completed
O004784,C04376,P0026,2024-08-24,5,34886,Completed
O004785,C00063,P0094,2024-04-24,5,29657,Completed
O004786,C04218,P0110,2024-03-16,1,33175,Completed
O004787,C00810,P0102,2024-03-16,4,27897,Cancelled
O004788,C01181,P0183,2024-09-13,3,10119,Cancelled
O004789,C03948,P0007,2024-09-14,4,19975,Returned
O004790,C02275,P0177,2024-08-15,4,40024,Returned
O004791,C03282,P0036,2024-02-11,5,60037,Completed
O004792,C04692,P0170,2024-09-28,3,52153,Returned
O004793,C00796,P0041,2024-04-13,5,32555,Completed
O004794,C00307,P0059,2024-03-12,1,39584,Completed
O004795,C01835,P9999,2024-05-12,3,25500,Completed
O004796,C03922,P0016,2024-07-03,1,71418,Completed
O004797,C03618,P0008,2024-02-08,2,50008,Completed
O004798,C00154,P0040,2024-06-06,4,31263,Cancelled
O004799,C04371,P0139,2024-03-23,3,71586,Completed
O004800,C01383,P0039,2024-04-01,5,76165,Completed
O004801,C01697,P0113,2024-03-14,4,43437,Completed
O004802,C00777,P0036,2024-06-24,5,22026,Cancelled
O004803,C02138,P0101,2024-08-07,2,14880,Completed
O004804,C00120,P0161,2024-03-20,2,46343,Cancelled
O004805,C02028,P0189,2024-08-24,1,52579,Cancelled
O004806,C04697,P0008,2024-07-06,1,-500,Cancelled
O004807,C01251,P0155,2024-01-25,5,51777,Completed
O004808,C04044,P0079,2024-03-17,5,2582,Returned
O004809,C03701,P0123,2024-10-26,2,57696,Completed
O004810,C01423,P0170,2024-07-08,1,79670,Cancelled
O004811,C02153,P0008,2024-06-24,2,33206,Cancelled
O004812,C04598,P0197,2024-04-03,2,5353,Cancelled
O004813,C02423,P0183,2024-02-18,4,7118,Completed
O004814,C01805,P0157,2024-05-20,2,15800,Returned
O004815,C01488,P0103,2024-08-27,1,48823,Completed
O004816,C03421,P0102,2024-06-06,5,40893,Completed
O004817,C02843,P0053,2024-09-04,3,14044,Completed
O004818,C02698,P0158,2024-09-17,4,47768,Completed
O004819,C00265,P0091,2024-08-23,4,25841,Completed
O004820,C00325,P0166,2024-04-24,1,73218,Cancelled
O004821,C01764,P0096,2024-03-04,4,72258,Completed
O004822,C02394,P0040,2024-01-19,1,67531,Returned
O004823,C02849,P0134,2024-07-03,1,7894,Returned
O004824,C03499,P0065,2024-10-24,1,45508,Cancelled
O004825,C00890,P0132,2024-10-04,3,17646,Cancelled
O004826,C02490,P0015,2024-10-07,2,66052,Cancelled
O004827,C03900,P0029,2024-05-28,1,11549,Completed
O004828,C01800,P0022,2024-03-16,4,26189,Completed
O004829,C03102,P0097,2024-05-21,3,54759,Returned
O004830,C04810,P0078,2024-01-20,4,58044,Completed
O004831,C02107,P0138,2024-09-17,2,46232,Cancelled
O004832,C02772,P0154,2024-02-17,1,18858,Completed
O004833,C03571,P0103,2024-05-12,3,47243,Cancelled
O004834,C02841,P0128,2024-01-03,5,64613,Returned
O004835,C00930,P0146,2024-09-21,3,35244,Completed
O004836,C03829,P0045,2024-10-16,2,73571,Cancelled
O004837,C04725,P0078,2024-05-01,3,17024,Completed
O004838,C03308,P0179,2024-09-21,3,6679,Cancelled
O004839,C01852,P0186,2024-04-23,2,12687,Completed
O004840,C04152,P0147,2024-07-08,1,26030,Completed
O004841,C02689,P0011,2024-06-01,4,605,Returned
O004842,C01891,P0112,2024-09-15,2,70701,Completed
O004843,C03166,P0022,2024-09-30,3,74699,Completed
O004844,C03301,P0083,2024-10-22,1,44796,Completed
O004845,C02475,P0073,2024-05-22,3,2093,Returned
O004846,C04676,P0176,2024-09-26,1,48811,Returned
O004847,C04622,P0153,2024-08-31,3,61405,Returned
O004848,C99999,P0161,2024-05-15,4,73899,Cancelled
O004849,C00974,P0182,2024-04-12,4,9914,Completed
O004850,C04366,P0198,2024-08-20,2,29353,Completed
O004851,C00687,P0165,2024-09-07,1,34806,Cancelled
O004852,C02340,P0091,2024-06-02,1,12807,Returned
O004853,C01407,P0112,2024-10-04,5,3965,Completed
O004854,C01629,P0105,2024-10-02,4,79299,Returned
O004855,C04553,P0186,2024-06-30,2,76195,Completed
O004856,C01142,P0078,2024-03-06,2,30698,Completed
O004857,C03747,P0018,2024-01-30,5,31035,Completed
O004858,C04990,P0194,2024-10-24,2,39223,Returned
O004859,C03526,P0191,InvalidDate,1,23153,Completed
O004860,C00694,P0088,2024-07-25,5,14686,Cancelled
O004861,C00668,P0086,2024-03-15,5,30741,Cancelled
O004862,C04943,P0027,2024-01-02,4,30241,Completed
O004863,C03870,P0117,2024-05-03,2,43940,Completed
O004864,C02067,P0049,2024-06-22,2,3279,Completed
O004865,C03308,P0112,2024-10-09,3,67735,Completed
O004866,C02332,P0143,2024-09-02,1,52289,Completed
O004867,C00355,P0150,2024-04-17,4,39177,Cancelled
O004868,C02658,P0084,2024-07-31,5,76125,Completed
O004869,C01374,P0006,2024-04-06,3,21175,Completed
O004870,C03336,P0088,2024-03-04,5,77794,Returned
O004871,C00033,P0194,2024-06-04,5,36295,Completed
O004872,C01707,P0090,2024-10-03,3,3423,Completed
O004873,C01247,P0074,2024-10-09,2,5679,Completed
O004874,C02310,P0067,2024-10-15,3,2552,Cancelled
O004875,C00844,P0073,2024-03-05,3,23287,Completed
O004876,C04588,P0007,2024-08-06,2,35271,Completed
O004877,C03428,P0194,2024-06-17,1,39341,Completed
O004878,C04905,P0181,2024-06-24,2,11722,Completed
O004879,C02987,P0033,2024-05-28,2,24162,Returned
O004880,C02080,P0044,2024-01-16,1,52727,Returned
O004881,C02283,P0088,2024-02-10,2,42749,Completed
O004882,C02297,P0137,2024-02-23,3,32777,Cancelled
O004883,C00266,P0125,2024-08-01,1,960,Completed
O004884,C01697,P0155,2024-01-24,3,9262,Completed
O004885,C04235,P0066,2024-07-10,4,51117,Cancelled
O004886,C03852,P0175,2024-10-18,3,31484,Cancelled
O004887,C03623,P0061,2024-07-12,4,23428,Completed
O004888,C01710,P0173,2024-09-13,5,12133,Completed
O004889,C01502,P0194,2024-04-03,5,27995,Returned
O004890,C04557,P0123,2024-06-28,4,56693,Cancelled
O004891,C04719,P0101,2024-04-17,4,65612,Returned
O004892,C02590,P0134,2024-01-13,3,44834,Cancelled
O004893,C02397,P0128,2024-10-27,5,62137,Cancelled
O004894,C04298,P0010,2024-07-31,4,57837,Completed
O004895,C02646,P0174,2024-02-02,4,-500,Completed
O004896,C01314,P0071,2024-07-30,1,74175,Returned
O004897,C04872,P0080,2024-02-25,3,33033,Returned
O004898,C03305,P0074,2024-03-03,3,41501,Cancelled
O004899,C03373,P0027,2024-03-08,3,58945,Returned
O004900,C03025,P0087,2024-01-31,5,28189,Completed
O004901,C04385,P0055,2024-08-26,1,11460,Completed
O004902,C04100,P0172,2024-09-04,5,49944,Returned
O004903,C00140,P0164,2024-04-01,1,18946,Completed
O004904,C04890,P0188,2024-09-15,4,69709,Returned
O004905,C04293,P0132,2024-04-29,4,77977,Cancelled
O004906,C03308,P0013,2024-06-10,5,5882,Completed
O004907,C02307,P0032,2024-04-10,1,64126,Completed
O004908,C02839,P0175,2024-10-23,4,65979,Completed
O004909,C03691,P0097,2024-05-15,4,50627,Completed
O004910,C03938,P0074,2024-03-14,3,59866,Returned
O004911,C00107,P0084,2024-10-19,4,52824,Returned
O004912,C00570,P0062,2024-07-03,2,39218,Cancelled
O004913,C04901,P0144,2024-02-28,2,59410,Completed
O004914,C03186,P0039,2024-07-13,3,60845,Returned
O004915,C00890,P0187,2024-05-15,2,25148,Completed
O004916,C04889,P0116,2024-07-30,2,75638,Completed
O004917,C01819,P0177,2024-01-06,3,38832,Completed
O004918,C03335,P0091,2024-04-04,4,48385,Completed
O004919,C00001,P0078,2024-04-09,1,43957,Returned
O004920,C03098,P0012,2024-09-15,1,19787,Completed
O004921,C04293,P0194,2024-01-27,1,31185,Cancelled
O004922,C01600,P0100,2024-01-16,3,58916,Completed
O004923,C01136,P0094,2024-05-24,2,1045,Completed
O004924,C02717,P0053,2024-01-05,5,51380,Completed
O004925,C03179,P0062,2024-02-04,1,42326,Completed
O004926,C00022,P0153,2024-05-31,5,59316,Cancelled
O004927,C01371,P0102,2024-07-09,3,3037,Completed
O004928,C04998,P0025,2024-04-04,1,74760,Cancelled
O004929,C00787,P0051,2024-05-31,4,47498,Returned
O004930,C01415,P0040,2024-01-16,5,14845,Completed
O004931,C04917,P0157,2024-06-03,3,23633,Returned
O004932,C02188,P9999,2024-06-19,4,39973,Returned
O004933,C03360,P0025,2024-10-15,2,49519,Completed
O004934,C03481,P0144,2024-06-04,4,54717,Completed
O004935,C01919,P0059,2024-04-12,4,15597,Completed
O004936,C01376,P0097,2024-02-23,4,28952,Completed
O004937,C00497,P0052,2024-05-30,1,79550,Completed
O004938,C02163,P0121,2024-05-07,2,37375,Completed
O004939,C03676,P0162,2024-04-03,5,55839,Returned
O004940,C01161,P0138,2024-09-16,2,56596,Returned
O004941,C03786,P0127,2024-06-17,3,25942,Returned
O004942,C01396,P0026,2024-03-10,5,48632,Completed
O004943,C01208,P0196,2024-03-16,5,49034,Cancelled
O004944,C03517,P0159,2024-04-05,4,34979,Completed
O004945,C04149,P0008,2024-05-19,2,72652,Returned
O004946,C03708,P0093,2024-03-21,1,56902,Completed
O004947,C02248,P0088,2024-02-08,5,67476,Cancelled
O004948,C01728,P0158,2024-06-28,2,14563,Returned
O004949,C99999,P0149,2024-07-26,2,53084,Completed
O004950,C02572,P0006,2024-07-31,4,20123,Completed
O004951,C04796,P0184,2024-05-28,2,35768,Cancelled
O004952,C01770,P0133,2024-02-13,2,5022,Completed
O004953,C04858,P0162,2024-06-20,1,19724,Cancelled
O004954,C04233,P0072,2024-03-21,1,56916,Completed
O004955,C00897,P0121,2024-06-04,1,62543,Completed
O004956,C04790,P0165,2024-05-08,3,8774,Cancelled
O004957,C00764,P0102,2024-01-13,2,54252,Completed
O004958,C03081,P0025,2024-04-21,3,41448,Completed
O004959,C04853,P0074,2024-04-29,3,14941,Returned
O004960,C03194,P0134,2024-07-12,5,47468,Completed
O004961,C00992,P0126,2024-08-13,5,35653,Completed
O004962,C04506,P0135,2024-08-02,1,74921,Completed
O004963,C00929,P0098,2024-07-02,5,3230,Completed
O004964,C01717,P0041,2024-04-01,3,68566,Completed
O004965,C04317,P0002,2024-02-04,5,49265,Returned
O004966,C00121,P0100,2024-06-13,1,15699,Completed
O004967,C01852,P0187,2024-03-05,5,30360,Cancelled
O004968,C03388,P0076,2024-10-07,4,74642,Completed
O004969,C02453,P0004,2024-06-04,3,11097,Returned
O004970,C02888,P0151,2024-04-22,4,43791,Completed
O004971,C00811,P0128,2024-03-30,4,6000,Completed
O004972,C00696,P0100,InvalidDate,3,71635,Returned
O004973,C00065,P0137,2024-01-12,4,66204,Completed
O004974,C02740,P0028,2024-09-28,4,41091,Completed
O004975,C04353,P0008,2024-09-04,5,18771,Completed
O004976,C04824,P0024,2024-01-17,5,16330,Completed
O004977,C01021,P0094,2024-03-20,3,62195,Completed
O004978,C02495,P0068,2024-08-16,4,66970,Completed
O004979,C01292,P0142,2024-02-16,5,43895,Completed
O004980,C00977,P0166,2024-06-22,1,76143,Cancelled
O004981,C03201,P0175,2024-01-07,4,17758,Completed
O004982,C01902,P0141,2024-02-05,1,60601,Cancelled
O004983,C03373,P0184,2024-06-10,2,13148,Completed
O004984,C03614,P0126,2024-07-28,2,-500,Cancelled
O004985,C03386,P0141,2024-04-16,2,47779,Cancelled
O004986,C04811,P0185,2024-07-04,2,25560,Returned
O004987,C00042,P0071,2024-05-17,3,3142,Returned
O004988,C03163,P0094,2024-01-12,5,31653,Cancelled
O004989,C00553,P0011,2024-09-30,5,22061,Completed
O004990,C03832,P0018,2024-08-17,3,10602,Returned
O004991,C00410,P0055,2024-09-14,3,33848,Returned
O004992,C00784,P0053,2024-01-07,1,25433,Returned
O004993,C03905,P0174,2024-10-14,5,60551,Returned
O004994,C03646,P0053,2024-08-02,1,27851,Completed
O004995,C04705,P0029,2024-04-13,5,17184,Completed
O004996,C01891,P0012,2024-09-21,5,59922,Cancelled
O004997,C00846,P0072,2024-03-30,3,30629,Cancelled
O004998,C02532,P0023,2024-03-10,1,65017,Completed
